kill_chain_phases,external_references,x_mitre_version,technique,technique_description,id,object_marking_refs,type,created_by_ref,created,tactic,url,matrix,technique_id,modified,data_sources,permissions_required,platform,impact_type,technique_detection,contributors,defense_bypassed,network_requirements,effective_permissions,system_requirements,capec_id,capec_url,remote_support,x_mitre_old_attack_id,detectable_by_common_defenses,difficulty_explanation,difficulty_for_adversary,detectable_explanation,x_mitre_deprecated,tactic_type
"[{'kill_chain_name': 'mitre-attack', 'phase_name': 'persistence'}]","[{'external_id': 'T1023', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/techniques/T1023'}, {'source_name': 'capec', 'external_id': 'CAPEC-132', 'url': 'https://capec.mitre.org/data/definitions/132.html'}]",1.0,Shortcut Modification,Shortcuts or symbolic links are ways of referencing other files or programs that will be opened or executed when the shortcut is clicked or executed by a system startup process. Adversaries could use shortcuts to execute their tools for persistence. They may create a new shortcut as a means of indirection that may use [Masquerading](https://attack.mitre.org/techniques/T1036) to look like a legitimate program. Adversaries could also edit the target path or entirely replace an existing shortcut so their tools will be executed instead of the intended legitimate program.,attack-pattern--970cdb5c-02fb-4c38-b17e-d6327cf3c810,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-05-31T21:30:30.757Z,['persistence'],https://attack.mitre.org/techniques/T1023,mitre-attack,T1023,2019-07-18T19:28:08.364Z,"['File monitoring', 'Process monitoring', 'Process command-line parameters']","['User', 'Administrator']",['Windows'],,"Since a shortcut's target path likely will not change, modifications to shortcut files that do not correlate with known software changes, patches, removal, etc., may be suspicious. Analysis should attempt to relate shortcut file change or creation events to other potentially suspicious events based on known adversary behavior such as process launches of unknown executables that make network connections.","['Travis Smith, Tripwire']",,,,,CAPEC-132,https://capec.mitre.org/data/definitions/132.html,,,,,,,,
"[{'phase_name': 'exfiltration', 'kill_chain_name': 'mitre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1022', 'source_name': 'mitre-attack', 'external_id': 'T1022'}, {'url': 'http://www.netsec.colostate.edu/~zhang/DetectingEncryptedBotnetTraffic.pdf', 'source_name': 'Zhang 2013', 'description': 'Zhang, H., Papadopoulos, C., & Massey, D. (2013, April). Detecting encrypted botnet traffic. Retrieved August 19, 2015.'}, {'url': 'https://en.wikipedia.org/wiki/List_of_file_signatures', 'source_name': 'Wikipedia File Header Signatures', 'description': 'Wikipedia. (2016, March 31). List of file signatures. Retrieved April 22, 2016.'}]",1.0,Data Encrypted,"Data is encrypted before being exfiltrated in order to hide the information that is being exfiltrated from detection or to make the exfiltration less conspicuous upon inspection by a defender. The encryption is performed by a utility, programming library, or custom algorithm on the data itself and is considered separate from any encryption performed by the command and control or file transfer protocol. Common file archive formats that can encrypt files are RAR and zip.

Other exfiltration techniques likely apply as well to transfer the information out of the network, such as [Exfiltration Over Command and Control Channel](https://attack.mitre.org/techniques/T1041) and [Exfiltration Over Alternative Protocol](https://attack.mitre.org/techniques/T1048)",attack-pattern--d54416bd-0803-41ca-870a-ce1af7c05638,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-05-31T21:30:30.260Z,['exfiltration'],https://attack.mitre.org/techniques/T1022,mitre-attack,T1022,2018-10-17T00:14:20.652Z,"['File monitoring', 'Process monitoring', 'Process command-line parameters', 'Binary file metadata']",,"['Linux', 'macOS', 'Windows']",,"Encryption software and encrypted files can be detected in many ways. Common utilities that may be present on the system or brought in by an adversary may be detectable through process monitoring and monitoring for command-line arguments for known encryption utilities. This may yield a significant amount of benign events, depending on how systems in the environment are typically used. Often the encryption key is stated within command-line invocation of the software. 

A process that loads the Windows DLL crypt32.dll may be used to perform encryption, decryption, or verification of file signatures. 

Network traffic may also be analyzed for entropy to determine if encrypted data is being transmitted. (Citation: Zhang 2013) If the communications channel is unencrypted, encrypted files of known file types can be detected in transit during exfiltration with a network intrusion detection or data loss prevention system analyzing file headers. (Citation: Wikipedia File Header Signatures)",,,False,,,,,,,,,,,,
"[{'kill_chain_name': 'mitre-attack', 'phase_name': 'lateral-movement'}]","[{'external_id': 'T1021', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/techniques/T1021'}, {'source_name': 'capec', 'external_id': 'CAPEC-555', 'url': 'https://capec.mitre.org/data/definitions/555.html'}]",1.0,Remote Services,"An adversary may use [Valid Accounts](https://attack.mitre.org/techniques/T1078) to log into a service specifically designed to accept remote connections, such as telnet, SSH, and VNC. The adversary may then perform actions as the logged-on user.",attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-05-31T21:30:29.858Z,['lateral-movement'],https://attack.mitre.org/techniques/T1021,mitre-attack,T1021,2019-07-18T17:50:43.700Z,['Authentication logs'],,"['Linux', 'macOS', 'Windows']",,Correlate use of login activity related to remote services with unusual behavior or other malicious or suspicious activity. Adversaries will likely need to learn about an environment and the relationships between systems through Discovery techniques prior to attempting Lateral Movement.,,,,,['Active remote service accepting connections and valid credentials'],CAPEC-555,https://capec.mitre.org/data/definitions/555.html,,,,,,,,
"[{'phase_name': 'exfiltration', 'kill_chain_name': 'mitre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1020', 'source_name': 'mitre-attack', 'external_id': 'T1020'}]",1.0,Automated Exfiltration,"Data, such as sensitive documents, may be exfiltrated through the use of automated processing or [Scripting](https://attack.mitre.org/techniques/T1064) after being gathered during Collection. 

When automated exfiltration is used, other exfiltration techniques likely apply as well to transfer the information out of the network, such as [Exfiltration Over Command and Control Channel](https://attack.mitre.org/techniques/T1041) and [Exfiltration Over Alternative Protocol](https://attack.mitre.org/techniques/T1048).",attack-pattern--774a3188-6ba9-4dc4-879d-d54ee48a5ce9,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-05-31T21:30:29.458Z,['exfiltration'],https://attack.mitre.org/techniques/T1020,mitre-attack,T1020,2018-10-17T00:14:20.652Z,"['File monitoring', 'Process monitoring', 'Process use of network']",,"['Linux', 'macOS', 'Windows']",,Monitor process file access patterns and network behavior. Unrecognized processes or scripts that appear to be traversing file systems and sending network traffic may be suspicious.,,,True,,,,,,,,,,,,
"[{'kill_chain_name': 'mitre-attack', 'phase_name': 'persistence'}]","[{'external_id': 'T1019', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/techniques/T1019'}, {'source_name': 'capec', 'external_id': 'CAPEC-532', 'url': 'https://capec.mitre.org/data/definitions/532.html'}, {'source_name': 'Wikipedia BIOS', 'description': 'Wikipedia. (n.d.). BIOS. Retrieved January 5, 2016.', 'url': 'https://en.wikipedia.org/wiki/BIOS'}, {'source_name': 'Wikipedia UEFI', 'description': 'Wikipedia. (2017, July 10). Unified Extensible Firmware Interface. Retrieved July 11, 2017.', 'url': 'https://en.wikipedia.org/wiki/Unified_Extensible_Firmware_Interface'}, {'source_name': 'About UEFI', 'description': 'UEFI Forum. (n.d.). About UEFI Forum. Retrieved January 5, 2016.', 'url': 'http://www.uefi.org/about'}, {'source_name': 'MITRE Trustworthy Firmware Measurement', 'description': 'Upham, K. (2014, March). Going Deep into the BIOS with MITRE Firmware Security Research. Retrieved January 5, 2016.', 'url': 'http://www.mitre.org/publications/project-stories/going-deep-into-the-bios-with-mitre-firmware-security-research'}, {'source_name': 'MITRE Copernicus', 'description': 'Butterworth, J. (2013, July 30). Copernicus: Question Your Assumptions about BIOS Security. Retrieved December 11, 2015.', 'url': 'http://www.mitre.org/capabilities/cybersecurity/overview/cybersecurity-blog/copernicus-question-your-assumptions-about'}, {'source_name': 'McAfee CHIPSEC Blog', 'description': 'Beek, C., Samani, R. (2017, March 8). CHIPSEC Support Against Vault 7 Disclosure Scanning. Retrieved March 13, 2017.', 'url': 'https://securingtomorrow.mcafee.com/business/chipsec-support-vault-7-disclosure-scanning/'}, {'source_name': 'Github CHIPSEC', 'description': 'Intel. (2017, March 18). CHIPSEC Platform Security Assessment Framework. Retrieved March 20, 2017.', 'url': 'https://github.com/chipsec/chipsec'}, {'source_name': 'Intel HackingTeam UEFI Rootkit', 'description': ""Intel Security. (2005, July 16). HackingTeam's UEFI Rootkit Details. Retrieved March 20, 2017."", 'url': 'http://www.intelsecurity.com/advanced-threat-research/content/data/HT-UEFI-rootkit.html'}]",1.0,System Firmware,"The BIOS (Basic Input/Output System) and The Unified Extensible Firmware Interface (UEFI) or Extensible Firmware Interface (EFI) are examples of system firmware that operate as the software interface between the operating system and hardware of a computer. (Citation: Wikipedia BIOS) (Citation: Wikipedia UEFI) (Citation: About UEFI)

System firmware like BIOS and (U)EFI underly the functionality of a computer and may be modified by an adversary to perform or assist in malicious activity. Capabilities exist to overwrite the system firmware, which may give sophisticated adversaries a means to install malicious firmware updates as a means of persistence on a system that may be difficult to detect.",attack-pattern--6856ddd6-2df3-4379-8b87-284603c189c3,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-05-31T21:30:28.613Z,['persistence'],https://attack.mitre.org/techniques/T1019,mitre-attack,T1019,2019-06-21T18:26:25.489Z,"['API monitoring', 'BIOS', 'EFI']","['Administrator', 'SYSTEM']",['Windows'],,"System firmware manipulation may be detected. (Citation: MITRE Trustworthy Firmware Measurement) Dump and inspect BIOS images on vulnerable systems and compare against known good images. (Citation: MITRE Copernicus) Analyze differences to determine if malicious changes have occurred. Log attempts to read/write to BIOS and compare against known patching behavior.

Likewise, EFI modules can be collected and compared against a known-clean list of EFI executable binaries to detect potentially malicious modules. The CHIPSEC framework can be used for analysis to determine if firmware modifications have been performed. (Citation: McAfee CHIPSEC Blog) (Citation: Github CHIPSEC) (Citation: Intel HackingTeam UEFI Rootkit)","['Ryan Becwar', 'McAfee']",,,,,CAPEC-532,https://capec.mitre.org/data/definitions/532.html,,,,,,,,
"[{'kill_chain_name': 'mitre-attack', 'phase_name': 'discovery'}]","[{'external_id': 'T1018', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/techniques/T1018'}, {'source_name': 'capec', 'external_id': 'CAPEC-292', 'url': 'https://capec.mitre.org/data/definitions/292.html'}]",2.0,Remote System Discovery,"Adversaries will likely attempt to get a listing of other systems by IP address, hostname, or other logical identifier on a network that may be used for Lateral Movement from the current system. Functionality could exist within remote access tools to enable this, but utilities available on the operating system could also be used. Adversaries may also use local host files in order to discover the hostname to IP address mappings of remote systems. 

### Windows

Examples of tools and commands that acquire this information include ""ping"" or ""net view"" using [Net](https://attack.mitre.org/software/S0039). The contents of the <code>C:\Windows\System32\Drivers\etc\hosts</code> file can be viewed to gain insight into the existing hostname to IP mappings on the system.

### Mac

Specific to Mac, the <code>bonjour</code> protocol to discover additional Mac-based systems within the same broadcast domain. Utilities such as ""ping"" and others can be used to gather information about remote systems. The contents of the <code>/etc/hosts</code> file can be viewed to gain insight into existing hostname to IP mappings on the system.

### Linux

Utilities such as ""ping"" and others can be used to gather information about remote systems. The contents of the <code>/etc/hosts</code> file can be viewed to gain insight into existing hostname to IP mappings on the system.

### Cloud

In cloud environments, the above techniques may be used to discover remote systems depending upon the host operating system. In addition, cloud environments often provide APIs with information about remote systems and services.
",attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-05-31T21:30:28.187Z,['discovery'],https://attack.mitre.org/techniques/T1018,mitre-attack,T1018,2019-10-08T20:36:57.696Z,"['Network protocol analysis', 'Process monitoring', 'Process use of network', 'Process command-line parameters']","['User', 'Administrator', 'SYSTEM']","['Linux', 'macOS', 'Windows', 'GCP', 'Azure', 'AWS']",,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Lateral Movement, based on the information obtained.

Normal, benign system and network events related to legitimate remote system discovery may be uncommon, depending on the environment and how they are used. Monitor processes and command-line arguments for actions that could be taken to gather system and network information. Remote access tools with built-in features may interact directly with the Windows API to gather information. Information may also be acquired through Windows system management tools such as [Windows Management Instrumentation](https://attack.mitre.org/techniques/T1047) and [PowerShell](https://attack.mitre.org/techniques/T1086). ","['Praetorian', 'RedHuntLabs (@redhuntlabs)']",,,,,CAPEC-292,https://capec.mitre.org/data/definitions/292.html,,,,,,,,
"[{'kill_chain_name': 'mitre-attack', 'phase_name': 'lateral-movement'}]","[{'external_id': 'T1017', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/techniques/T1017'}, {'source_name': 'capec', 'external_id': 'CAPEC-187', 'url': 'https://capec.mitre.org/data/definitions/187.html'}]",1.0,Application Deployment Software,"Adversaries may deploy malicious software to systems within a network using application deployment systems employed by enterprise administrators. The permissions required for this action vary by system configuration; local credentials may be sufficient with direct access to the deployment server, or specific domain credentials may be required. However, the system may require an administrative account to log in or to perform software deployment.

Access to a network-wide or enterprise-wide software deployment system enables an adversary to have remote code execution on all systems that are connected to such a system. The access may be used to laterally move to systems, gather information, or cause a specific effect, such as wiping the hard drives on all endpoints.",attack-pattern--327f3cc5-eea1-42d4-a6cd-ed34b7ce8f61,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-05-31T21:30:27.755Z,['lateral-movement'],https://attack.mitre.org/techniques/T1017,mitre-attack,T1017,2019-07-16T19:17:34.798Z,"['File monitoring', 'Process use of network', 'Process monitoring']",,"['Linux', 'macOS', 'Windows']",,Monitor application deployments from a secondary system. Perform application deployment at regular times so that irregular deployment activity stands out. Monitor process activity that does not correlate to known good software. Monitor account login activity on the deployment system.,,,,,"['Access to application deployment software (EPO, HPCA, Altiris, etc.)']",CAPEC-187,https://capec.mitre.org/data/definitions/187.html,,,,,,,,
"[{'kill_chain_name': 'mitre-attack', 'phase_name': 'discovery'}]","[{'external_id': 'T1016', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/techniques/T1016'}, {'source_name': 'capec', 'external_id': 'CAPEC-309', 'url': 'https://capec.mitre.org/data/definitions/309.html'}]",1.1,System Network Configuration Discovery,"Adversaries will likely look for details about the network configuration and settings of systems they access or through information discovery of remote systems. Several operating system administration utilities exist that can be used to gather this information. Examples include [Arp](https://attack.mitre.org/software/S0099), [ipconfig](https://attack.mitre.org/software/S0100)/[ifconfig](https://attack.mitre.org/software/S0101), [nbtstat](https://attack.mitre.org/software/S0102), and [route](https://attack.mitre.org/software/S0103).

Adversaries may use the information from [System Network Configuration Discovery](https://attack.mitre.org/techniques/T1016) during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.",attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-05-31T21:30:27.342Z,['discovery'],https://attack.mitre.org/techniques/T1016,mitre-attack,T1016,2019-08-12T19:44:26.156Z,"['Process monitoring', 'Process command-line parameters']",['User'],"['Linux', 'macOS', 'Windows']",,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Lateral Movement, based on the information obtained.

Monitor processes and command-line arguments for actions that could be taken to gather system and network information. Remote access tools with built-in features may interact directly with the Windows API to gather information. Information may also be acquired through Windows system management tools such as [Windows Management Instrumentation](https://attack.mitre.org/techniques/T1047) and [PowerShell](https://attack.mitre.org/techniques/T1086).",,,,,,CAPEC-309,https://capec.mitre.org/data/definitions/309.html,,,,,,,,
"[{'kill_chain_name': 'mitre-attack', 'phase_name': 'persistence'}, {'kill_chain_name': 'mitre-attack', 'phase_name': 'privilege-escalation'}]","[{'external_id': 'T1015', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/techniques/T1015'}, {'source_name': 'capec', 'external_id': 'CAPEC-558', 'url': 'https://capec.mitre.org/data/definitions/558.html'}, {'source_name': 'FireEye Hikit Rootkit', 'description': 'Glyer, C., Kazanciyan, R. (2012, August 20). THE “HIKIT” ROOTKIT: ADVANCED AND PERSISTENT ATTACK TECHNIQUES (PART 1). Retrieved June 6, 2016.', 'url': 'https://www.fireeye.com/blog/threat-research/2012/08/hikit-rootkit-advanced-persistent-attack-techniques-part-1.html'}, {'source_name': 'DEFCON2016 Sticky Keys', 'description': 'Maldonado, D., McGuffin, T. (2016, August 6). Sticky Keys to the Kingdom. Retrieved July 5, 2017.', 'url': 'https://www.slideshare.net/DennisMaldonado5/sticky-keys-to-the-kingdom'}, {'source_name': 'Tilbury 2014', 'description': 'Tilbury, C. (2014, August 28). Registry Analysis with CrowdResponse. Retrieved November 12, 2014.', 'url': 'http://blog.crowdstrike.com/registry-analysis-with-crowdresponse/'}]",1.0,Accessibility Features,"Windows contains accessibility features that may be launched with a key combination before a user has logged in (for example, when the user is on the Windows logon screen). An adversary can modify the way these programs are launched to get a command prompt or backdoor without logging in to the system.

Two common accessibility programs are <code>C:\Windows\System32\sethc.exe</code>, launched when the shift key is pressed five times and <code>C:\Windows\System32\utilman.exe</code>, launched when the Windows + U key combination is pressed. The sethc.exe program is often referred to as ""sticky keys"", and has been used by adversaries for unauthenticated access through a remote desktop login screen. (Citation: FireEye Hikit Rootkit)

Depending on the version of Windows, an adversary may take advantage of these features in different ways because of code integrity enhancements. In newer versions of Windows, the replaced binary needs to be digitally signed for x64 systems, the binary must reside in <code>%systemdir%\</code>, and it must be protected by Windows File or Resource Protection (WFP/WRP). (Citation: DEFCON2016 Sticky Keys) The debugger method was likely discovered as a potential workaround because it does not require the corresponding accessibility feature binary to be replaced. Examples for both methods:

For simple binary replacement on Windows XP and later as well as and Windows Server 2003/R2 and later, for example, the program (e.g., <code>C:\Windows\System32\utilman.exe</code>) may be replaced with ""cmd.exe"" (or another program that provides backdoor access). Subsequently, pressing the appropriate key combination at the login screen while sitting at the keyboard or when connected over [Remote Desktop Protocol](https://attack.mitre.org/techniques/T1076) will cause the replaced file to be executed with SYSTEM privileges. (Citation: Tilbury 2014)

For the debugger method on Windows Vista and later as well as Windows Server 2008 and later, for example, a Registry key may be modified that configures ""cmd.exe,"" or another program that provides backdoor access, as a ""debugger"" for the accessibility program (e.g., ""utilman.exe""). After the Registry is modified, pressing the appropriate key combination at the login screen while at the keyboard or when connected with RDP will cause the ""debugger"" program to be executed with SYSTEM privileges. (Citation: Tilbury 2014)

Other accessibility features exist that may also be leveraged in a similar fashion: (Citation: DEFCON2016 Sticky Keys)

* On-Screen Keyboard: <code>C:\Windows\System32\osk.exe</code>
* Magnifier: <code>C:\Windows\System32\Magnify.exe</code>
* Narrator: <code>C:\Windows\System32\Narrator.exe</code>
* Display Switcher: <code>C:\Windows\System32\DisplaySwitch.exe</code>
* App Switcher: <code>C:\Windows\System32\AtBroker.exe</code>",attack-pattern--9b99b83a-1aac-4e29-b975-b374950551a3,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-05-31T21:30:26.946Z,"['persistence', 'privilege-escalation']",https://attack.mitre.org/techniques/T1015,mitre-attack,T1015,2019-07-16T19:07:04.652Z,"['Windows Registry', 'File monitoring', 'Process monitoring']",['Administrator'],['Windows'],,"Changes to accessibility utility binaries or binary paths that do not correlate with known software, patch cycles, etc., are suspicious. Command line invocation of tools capable of modifying the Registry for associated keys are also suspicious. Utility arguments and the binaries themselves should be monitored for changes. Monitor Registry keys within <code>HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options</code>.","['Paul Speulstra, AECOM Global Security Operations Center']",,,['SYSTEM'],,CAPEC-558,https://capec.mitre.org/data/definitions/558.html,,,,,,,,
"[{'kill_chain_name': 'mitre-attack', 'phase_name': 'defense-evasion'}]","[{'external_id': 'T1014', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/techniques/T1014'}, {'source_name': 'capec', 'external_id': 'CAPEC-552', 'url': 'https://capec.mitre.org/data/definitions/552.html'}, {'source_name': 'Symantec Windows Rootkits', 'description': 'Symantec. (n.d.). Windows Rootkit Overview. Retrieved December 21, 2017.', 'url': 'https://www.symantec.com/avcenter/reference/windows.rootkit.overview.pdf'}, {'source_name': 'Wikipedia Rootkit', 'description': 'Wikipedia. (2016, June 1). Rootkit. Retrieved June 2, 2016.', 'url': 'https://en.wikipedia.org/wiki/Rootkit'}, {'description': 'Kurtz, G. (2012, November 19). HTTP iframe Injecting Linux Rootkit. Retrieved December 21, 2017.', 'source_name': 'CrowdStrike Linux Rootkit', 'url': 'https://www.crowdstrike.com/blog/http-iframe-injecting-linux-rootkit/'}, {'source_name': 'BlackHat Mac OSX Rootkit', 'description': ""Pan, M., Tsai, S. (2014). You can’t see me: A Mac OS X Rootkit uses the tricks you haven't known yet. Retrieved December 21, 2017."", 'url': 'http://www.blackhat.com/docs/asia-14/materials/Tsai/WP-Asia-14-Tsai-You-Cant-See-Me-A-Mac-OS-X-Rootkit-Uses-The-Tricks-You-Havent-Known-Yet.pdf'}]",1.0,Rootkit,"Rootkits are programs that hide the existence of malware by intercepting (i.e., [Hooking](https://attack.mitre.org/techniques/T1179)) and modifying operating system API calls that supply system information. (Citation: Symantec Windows Rootkits) Rootkits or rootkit enabling functionality may reside at the user or kernel level in the operating system or lower, to include a [Hypervisor](https://attack.mitre.org/techniques/T1062), Master Boot Record, or the [System Firmware](https://attack.mitre.org/techniques/T1019). (Citation: Wikipedia Rootkit)

Adversaries may use rootkits to hide the presence of programs, files, network connections, services, drivers, and other system components. Rootkits have been seen for Windows, Linux, and Mac OS X systems. (Citation: CrowdStrike Linux Rootkit) (Citation: BlackHat Mac OSX Rootkit)",attack-pattern--0f20e3cb-245b-4a61-8a91-2d93f7cb0e9b,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-05-31T21:30:26.496Z,['defense-evasion'],https://attack.mitre.org/techniques/T1014,mitre-attack,T1014,2019-06-18T13:56:09.440Z,"['BIOS', 'MBR', 'System calls']","['Administrator', 'SYSTEM', 'root']","['Linux', 'macOS', 'Windows']",,"Some rootkit protections may be built into anti-virus or operating system software. There are dedicated rootkit detection tools that look for specific types of rootkit behavior. Monitor for the existence of unrecognized DLLs, devices, services, and changes to the MBR. (Citation: Wikipedia Rootkit)",,"['File monitoring', 'Host intrusion prevention systems', 'Process whitelisting', 'Signature-based detection', 'System access controls', 'Whitelisting by file name or path', 'Anti-virus']",,,,CAPEC-552,https://capec.mitre.org/data/definitions/552.html,,,,,,,,
"[{'phase_name': 'persistence', 'kill_chain_name': 'mitre-attack'}, {'phase_name': 'privilege-escalation', 'kill_chain_name': 'mitre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1013', 'source_name': 'mitre-attack', 'external_id': 'T1013'}, {'url': 'http://msdn.microsoft.com/en-us/library/dd183341', 'source_name': 'AddMonitor', 'description': 'Microsoft. (n.d.). AddMonitor function. Retrieved November 12, 2014.'}, {'url': 'https://www.defcon.org/images/defcon-22/dc-22-presentations/Bloxham/DEFCON-22-Brady-Bloxham-Windows-API-Abuse-UPDATED.pdf', 'source_name': 'Bloxham', 'description': 'Bloxham, B. (n.d.). Getting Windows to Play with Itself &#91;PowerPoint slides&#93;. Retrieved November 12, 2014.'}, {'url': 'https://technet.microsoft.com/en-us/sysinternals/bb963902', 'source_name': 'TechNet Autoruns', 'description': 'Russinovich, M. (2016, January 4). Autoruns for Windows v13.51. Retrieved June 6, 2016.'}]",1.0,Port Monitors,"A port monitor can be set through the  (Citation: AddMonitor) API call to set a DLL to be loaded at startup. (Citation: AddMonitor) This DLL can be located in <code>C:\Windows\System32</code> and will be loaded by the print spooler service, spoolsv.exe, on boot. The spoolsv.exe process also runs under SYSTEM level permissions. (Citation: Bloxham) Alternatively, an arbitrary DLL can be loaded if permissions allow writing a fully-qualified pathname for that DLL to <code>HKLM\SYSTEM\CurrentControlSet\Control\Print\Monitors</code>. 

The Registry key contains entries for the following:

* Local Port
* Standard TCP/IP Port
* USB Monitor
* WSD Port

Adversaries can use this technique to load malicious code at startup that will persist on system reboot and execute as SYSTEM.",attack-pattern--1f47e2fd-fa77-4f2f-88ee-e85df308f125,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-05-31T21:30:26.057Z,"['persistence', 'privilege-escalation']",https://attack.mitre.org/techniques/T1013,mitre-attack,T1013,2019-04-03T15:01:55.103Z,"['File monitoring', 'API monitoring', 'DLL monitoring', 'Windows Registry', 'Process monitoring']","['Administrator', 'SYSTEM']",['Windows'],,"* Monitor process API calls to  (Citation: AddMonitor).
* Monitor DLLs that are loaded by spoolsv.exe for DLLs that are abnormal.
* New DLLs written to the System32 directory that do not correlate with known good software or patching may be suspicious.
* Monitor Registry writes to <code>HKLM\SYSTEM\CurrentControlSet\Control\Print\Monitors</code>.
* Run the Autoruns utility, which checks for this Registry key as a persistence mechanism (Citation: TechNet Autoruns)","['Stefan Kanthak', 'Travis Smith, Tripwire']",,,['SYSTEM'],,,,,,,,,,,
"[{'kill_chain_name': 'mitre-attack', 'phase_name': 'discovery'}]","[{'external_id': 'T1012', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/techniques/T1012'}, {'source_name': 'capec', 'external_id': 'CAPEC-647', 'url': 'https://capec.mitre.org/data/definitions/647.html'}, {'source_name': 'Wikipedia Windows Registry', 'description': 'Wikipedia. (n.d.). Windows Registry. Retrieved February 2, 2015.', 'url': 'https://en.wikipedia.org/wiki/Windows_Registry'}]",1.1,Query Registry,"Adversaries may interact with the Windows Registry to gather information about the system, configuration, and installed software.

The Registry contains a significant amount of information about the operating system, configuration, software, and security. (Citation: Wikipedia Windows Registry) Some of the information may help adversaries to further their operation within a network. Adversaries may use the information from [Query Registry](https://attack.mitre.org/techniques/T1012) during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.",attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-05-31T21:30:25.584Z,['discovery'],https://attack.mitre.org/techniques/T1012,mitre-attack,T1012,2019-08-12T19:53:51.766Z,"['Windows Registry', 'Process monitoring', 'Process command-line parameters']","['User', 'Administrator', 'SYSTEM']",['Windows'],,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Lateral Movement, based on the information obtained.

Interaction with the Windows Registry may come from the command line using utilities such as [Reg](https://attack.mitre.org/software/S0075) or through running malware that may interact with the Registry through an API. Command-line invocation of utilities used to query the Registry may be detected through process and command-line monitoring. Remote access tools with built-in features may interact directly with the Windows API to gather information. Information may also be acquired through Windows system management tools such as [Windows Management Instrumentation](https://attack.mitre.org/techniques/T1047) and [PowerShell](https://attack.mitre.org/techniques/T1086).",,,,,,CAPEC-647,https://capec.mitre.org/data/definitions/647.html,,,,,,,,
