created,created_by_ref,description,external_references,id,kill_chain_phases,modified,name,object_marking_refs,revoked,type,x_mitre_contributors,x_mitre_data_sources,x_mitre_defense_bypassed,x_mitre_deprecated,x_mitre_detectable_by_common_defenses,x_mitre_detectable_by_common_defenses_explanation,x_mitre_detection,x_mitre_difficulty_for_adversary,x_mitre_difficulty_for_adversary_explanation,x_mitre_effective_permissions,x_mitre_impact_type,x_mitre_network_requirements,x_mitre_old_attack_id,x_mitre_permissions_required,x_mitre_platforms,x_mitre_remote_support,x_mitre_system_requirements,x_mitre_tactic_type,x_mitre_version
2017-12-14 16:46:06.044000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"Networks often contain shared network drives and folders that enable users to access file directories on various systems across a network. 

### Windows

File sharing over a Windows network occurs over the SMB protocol. (Citation: Wikipedia Shared Resource) (Citation: TechNet Shared Folder)

[Net](https://attack.mitre.org/software/S0039) can be used to query a remote system for available shared drives using the <code>net view \\remotesystem</code> command. It can also be used to query shared drives on the local system using <code>net share</code>.

Adversaries may look for folders and drives shared on remote systems as a means of identifying sources of information to gather as a precursor for Collection and to identify potential systems of interest for Lateral Movement.

### Mac

On Mac, locally mounted shares can be viewed with the <code>df -aH</code> command.

### Cloud

Cloud virtual networks may contain remote network shares or file storage services accessible to an adversary after they have obtained access to a system. For example, AWS, GCP, and Azure support creation of Network File System (NFS) shares and Server Message Block (SMB) shares that may be mapped on endpoint or cloud-based systems.(Citation: Amazon Creating an NFS File Share)(Citation: Google File servers on Compute Engine)","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1135', external_id='T1135'), ExternalReference(source_name='capec', url='https://capec.mitre.org/data/definitions/643.html', external_id='CAPEC-643'), ExternalReference(source_name='Wikipedia Shared Resource', description='Wikipedia. (2017, April 15). Shared resource. Retrieved June 30, 2017.', url='https://en.wikipedia.org/wiki/Shared_resource'), ExternalReference(source_name='TechNet Shared Folder', description='Microsoft. (n.d.). Share a Folder or Drive. Retrieved June 30, 2017.', url='https://technet.microsoft.com/library/cc770880.aspx'), ExternalReference(source_name='Amazon Creating an NFS File Share', description='Amazon. (n.d.). Creating an NFS File Share. Retrieved October 23, 2019.', url='https://docs.aws.amazon.com/storagegateway/latest/userguide/CreatingAnNFSFileShare.html'), ExternalReference(source_name='Google File servers on Compute Engine', description='Google Cloud. (2019, October 10). File servers on Compute Engine. Retrieved October 23, 2019.', url='https://cloud.google.com/solutions/filers-on-compute-engine')]",attack-pattern--3489cfc5-640f-4bb3-a103-9137b97de79f,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='discovery')]",2019-10-23 14:34:08.075000+00:00,Network Share Discovery,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,['Praetorian'],"['Process monitoring', 'Process command-line parameters', 'Network protocol analysis', 'Process use of network']",,,,,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Lateral Movement, based on the information obtained.

Normal, benign system and network events related to legitimate remote system discovery may be uncommon, depending on the environment and how they are used. Monitor processes and command-line arguments for actions that could be taken to gather system and network information. Remote access tools with built-in features may interact directly with the Windows API to gather information. Information may also be acquired through Windows system management tools such as [Windows Management Instrumentation](https://attack.mitre.org/techniques/T1047) and [PowerShell](https://attack.mitre.org/techniques/T1086).

In cloud-based systems, native logging can be used to identify access to certain APIs and dashboards that may contain system information. Depending on how the environment is used, that data alone may not be sufficient due to benign use during normal operations.",,,,,,,['User'],"['macOS', 'Windows', 'AWS', 'GCP', 'Azure']",,,,2.0
2017-12-14 16:46:06.044000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"The <code>HISTCONTROL</code> environment variable keeps track of what should be saved by the <code>history</code> command and eventually into the <code>~/.bash_history</code> file when a user logs out. This setting can be configured to ignore commands that start with a space by simply setting it to ""ignorespace"". <code>HISTCONTROL</code> can also be set to ignore duplicate commands by setting it to ""ignoredups"". In some Linux systems, this is set by default to ""ignoreboth"" which covers both of the previous examples. This means that “ ls” will not be saved, but “ls” would be saved by history. <code>HISTCONTROL</code> does not exist by default on macOS, but can be set by the user and will be respected. Adversaries can use this to operate without leaving traces by simply prepending a space to all of their terminal commands.","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1148', external_id='T1148')]",attack-pattern--086952c4-5b90-4185-b573-02bad8e11953,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='defense-evasion')]",2019-06-25 14:23:11.141000+00:00,HISTCONTROL,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,,"['Process monitoring', 'Authentication logs', 'File monitoring', 'Environment variable']","['Log analysis', 'Host forensic analysis']",,,,"Correlating a user session with a distinct lack of new commands in their <code>.bash_history</code> can be a clue to suspicious behavior. Additionally, users checking or changing their <code>HISTCONTROL</code> environment variable is also suspicious.",,,,,,,['User'],"['Linux', 'macOS']",,,,1.0
2017-12-14 16:46:06.044000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,Mach-O binaries have a series of headers that are used to perform certain operations when a binary is loaded. The LC_LOAD_DYLIB header in a Mach-O binary tells macOS and OS X which dynamic libraries (dylibs) to load during execution time. These can be added ad-hoc to the compiled binary as long adjustments are made to the rest of the fields and dependencies (Citation: Writing Bad Malware for OSX). There are tools available to perform these changes. Any changes will invalidate digital signatures on binaries because the binary is being modified. Adversaries can remediate this issue by simply removing the LC_CODE_SIGNATURE command from the binary so that the signature isn’t checked at load time (Citation: Malware Persistence on OS X).,"[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1161', external_id='T1161'), ExternalReference(source_name='Writing Bad Malware for OSX', description='Patrick Wardle. (2015). Writing Bad @$$ Malware for OS X. Retrieved July 10, 2017.', url='https://www.blackhat.com/docs/us-15/materials/us-15-Wardle-Writing-Bad-A-Malware-For-OS-X.pdf'), ExternalReference(source_name='Malware Persistence on OS X', description='Patrick Wardle. (2015). Malware Persistence on OS X Yosemite. Retrieved July 10, 2017.', url='https://www.rsaconference.com/writable/presentations/file_upload/ht-r03-malware-persistence-on-os-x-yosemite_final.pdf')]",attack-pattern--04ef4356-8926-45e2-9441-634b6f3dcecb,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='persistence')]",2019-07-18 15:28:31.679000+00:00,LC_LOAD_DYLIB Addition,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,,"['Binary file metadata', 'Process monitoring', 'Process command-line parameters', 'File monitoring']",,,,,Monitor processes for those that may be used to modify binary headers. Monitor file systems for changes to application binaries and invalid checksums/signatures. Changes to binaries that do not line up with application updates or patches are also extremely suspicious.,,,,,,,['User'],['macOS'],,,,1.0
2017-12-14 16:46:06.044000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"The <code>trap</code> command allows programs and shells to specify commands that will be executed upon receiving interrupt signals. A common situation is a script allowing for graceful termination and handling of common  keyboard interrupts like <code>ctrl+c</code> and <code>ctrl+d</code>. Adversaries can use this to register code to be executed when the shell encounters specific interrupts either to gain execution or as a persistence mechanism. Trap commands are of the following format <code>trap 'command list' signals</code> where ""command list"" will be executed when ""signals"" are received.(Citation: Trap Manual)(Citation: Cyberciti Trap Statements)","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1154', external_id='T1154'), ExternalReference(source_name='Trap Manual', description='ss64. (n.d.). trap. Retrieved May 21, 2019.', url='https://ss64.com/bash/trap.html'), ExternalReference(source_name='Cyberciti Trap Statements', description='Cyberciti. (2016, March 29). Trap statement. Retrieved May 21, 2019.', url='https://bash.cyberciti.biz/guide/Trap_statement')]",attack-pattern--b53dbcc6-147d-48bb-9df4-bcb8bb808ff6,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='execution'), KillChainPhase(kill_chain_name='mitre-attack', phase_name='persistence')]",2019-05-21 13:46:15.452000+00:00,Trap,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,,"['File monitoring', 'Process monitoring', 'Process command-line parameters']",,,,,"Trap commands must be registered for the shell or programs, so they appear in files. Monitoring files for suspicious or overly broad trap commands can narrow down suspicious behavior during an investigation. Monitor for suspicious processes executed through trap interrupts.",,,,,,,"['User', 'Administrator']","['Linux', 'macOS']",False,,,1.1
2017-12-14 16:46:06.044000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"Windows uses access tokens to determine the ownership of a running process. A user can manipulate access tokens to make a running process appear as though it belongs to someone other than the user that started the process. When this occurs, the process also takes on the security context associated with the new token. For example, Microsoft promotes the use of access tokens as a security best practice. Administrators should log in as a standard user but run their tools with administrator privileges using the built-in access token manipulation command <code>runas</code>.(Citation: Microsoft runas)
  
Adversaries may use access tokens to operate under a different user or system security context to perform actions and evade detection. An adversary can use built-in Windows API functions to copy access tokens from existing processes; this is known as token stealing. An adversary must already be in a privileged user context (i.e. administrator) to steal a token. However, adversaries commonly use token stealing to elevate their security context from the administrator level to the SYSTEM level. An adversary can use a token to authenticate to a remote system as the account for that token if the account has appropriate permissions on the remote system.(Citation: Pentestlab Token Manipulation)

Access tokens can be leveraged by adversaries through three methods:(Citation: BlackHat Atkinson Winchester Token Manipulation)

**Token Impersonation/Theft** - An adversary creates a new access token that duplicates an existing token using <code>DuplicateToken(Ex)</code>. The token can then be used with <code>ImpersonateLoggedOnUser</code> to allow the calling thread to impersonate a logged on user's security context, or with <code>SetThreadToken</code> to assign the impersonated token to a thread. This is useful for when the target user has a non-network logon session on the system.

**Create Process with a Token** - An adversary creates a new access token with <code>DuplicateToken(Ex)</code> and uses it with <code>CreateProcessWithTokenW</code> to create a new process running under the security context of the impersonated user. This is useful for creating a new process under the security context of a different user.

**Make and Impersonate Token** - An adversary has a username and password but the user is not logged onto the system. The adversary can then create a logon session for the user using the <code>LogonUser</code> function. The function will return a copy of the new session's access token and the adversary can use <code>SetThreadToken</code> to assign the token to a thread.

Any standard user can use the <code>runas</code> command, and the Windows API functions, to create impersonation tokens; it does not require access to an administrator account.

Metasploit’s Meterpreter payload allows arbitrary token manipulation and uses token impersonation to escalate privileges.(Citation: Metasploit access token) The Cobalt Strike beacon payload allows arbitrary token impersonation and can also create tokens. (Citation: Cobalt Strike Access Token)","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1134', external_id='T1134'), ExternalReference(source_name='capec', url='https://capec.mitre.org/data/definitions/633.html', external_id='CAPEC-633'), ExternalReference(source_name='Microsoft runas', description='Microsoft TechNet. (n.d.). Runas. Retrieved April 21, 2017.', url='https://technet.microsoft.com/en-us/library/bb490994.aspx'), ExternalReference(source_name='Pentestlab Token Manipulation', description='netbiosX. (2017, April 3). Token Manipulation. Retrieved April 21, 2017.', url='https://pentestlab.blog/2017/04/03/token-manipulation/'), ExternalReference(source_name='BlackHat Atkinson Winchester Token Manipulation', description='Atkinson, J., Winchester, R. (2017, December 7). A Process is No One: Hunting for Token Manipulation. Retrieved December 21, 2017.', url='https://www.blackhat.com/docs/eu-17/materials/eu-17-Atkinson-A-Process-Is-No-One-Hunting-For-Token-Manipulation.pdf'), ExternalReference(source_name='Metasploit access token', description='Offensive Security. (n.d.). What is Incognito. Retrieved April 21, 2017.', url='https://www.offensive-security.com/metasploit-unleashed/fun-incognito/'), ExternalReference(source_name='Cobalt Strike Access Token', description='Mudge, R. (n.d.). Windows Access Tokens and Alternate Credentials. Retrieved April 21, 2017.', url='https://blog.cobaltstrike.com/2015/12/16/windows-access-tokens-and-alternate-credentials/'), ExternalReference(source_name='Microsoft Command-line Logging', description='Mathers, B. (2017, March 7). Command line process auditing. Retrieved April 21, 2017.', url='https://technet.microsoft.com/en-us/windows-server-docs/identity/ad-ds/manage/component-updates/command-line-process-auditing'), ExternalReference(source_name='Microsoft LogonUser', description='Microsoft TechNet. (n.d.). Retrieved April 25, 2017.', url='https://msdn.microsoft.com/en-us/library/windows/desktop/aa378184(v=vs.85).aspx'), ExternalReference(source_name='Microsoft DuplicateTokenEx', description='Microsoft TechNet. (n.d.). Retrieved April 25, 2017.', url='https://msdn.microsoft.com/en-us/library/windows/desktop/aa446617(v=vs.85).aspx'), ExternalReference(source_name='Microsoft ImpersonateLoggedOnUser', description='Microsoft TechNet. (n.d.). Retrieved April 25, 2017.', url='https://msdn.microsoft.com/en-us/library/windows/desktop/aa378612(v=vs.85).aspx')]",attack-pattern--dcaa092b-7de9-4a21-977f-7fcb77e89c48,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='defense-evasion'), KillChainPhase(kill_chain_name='mitre-attack', phase_name='privilege-escalation')]",2019-10-14 20:45:04.451000+00:00,Access Token Manipulation,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,"['Tom Ueltschi @c_APT_ure', 'Travis Smith, Tripwire', 'Robby Winchester, @robwinchester3', 'Jared Atkinson, @jaredcatkinson']","['API monitoring', 'Access tokens', 'Process monitoring', 'Process command-line parameters']",,,,,"If an adversary is using a standard command-line shell, analysts can detect token manipulation by auditing command-line activity. Specifically, analysts should look for use of the <code>runas</code> command. Detailed command-line logging is not enabled by default in Windows.(Citation: Microsoft Command-line Logging)

If an adversary is using a payload that calls the Windows token APIs directly, analysts can detect token manipulation only through careful analysis of user network activity, examination of running processes, and correlation with other endpoint and network behavior. 

There are many Windows API calls a payload can take advantage of to manipulate access tokens (e.g., <code>LogonUser</code> (Citation: Microsoft LogonUser), <code>DuplicateTokenEx</code>(Citation: Microsoft DuplicateTokenEx), and <code>ImpersonateLoggedOnUser</code>(Citation: Microsoft ImpersonateLoggedOnUser)). Please see the referenced Windows API pages for more information.

Query systems for process and thread token information and look for inconsistencies such as user owns processes impersonating the local SYSTEM account.(Citation: BlackHat Atkinson Winchester Token Manipulation)",,,['SYSTEM'],,,,"['User', 'Administrator']",['Windows'],,,,1.0
2017-12-14 16:46:06.044000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"Bash keeps track of the commands users type on the command-line with the ""history"" utility. Once a user logs out, the history is flushed to the user’s <code>.bash_history</code> file. For each user, this file resides at the same location: <code>~/.bash_history</code>. Typically, this file keeps track of the user’s last 500 commands. Users often type usernames and passwords on the command-line as parameters to programs, which then get saved to this file when they log out. Attackers can abuse this by looking through the file for potential credentials. (Citation: External to DA, the OS X Way)","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1139', external_id='T1139'), ExternalReference(source_name='External to DA, the OS X Way', description='Alex Rymdeko-Harvey, Steve Borosh. (2016, May 14). External to DA, the OS X Way. Retrieved July 3, 2017.', url='http://www.slideshare.net/StephanBorosh/external-to-da-the-os-x-way')]",attack-pattern--44dca04b-808d-46ca-b25f-d85236d4b9f8,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='credential-access')]",2019-07-16 19:54:57.273000+00:00,Bash History,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,,"['File monitoring', 'Process monitoring', 'Process command-line parameters']",,,,,"Monitoring when the user's <code>.bash_history</code> is read can help alert to suspicious activity. While users do typically rely on their history of commands, they often access this history through other utilities like ""history"" instead of commands like <code>cat ~/.bash_history</code>.",,,,,,,['User'],"['Linux', 'macOS']",,,,1.0
2017-12-14 16:46:06.044000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"Every user account in macOS has a userID associated with it. When creating a user, you can specify the userID for that account. There is a property value in <code>/Library/Preferences/com.apple.loginwindow</code> called <code>Hide500Users</code> that prevents users with userIDs 500 and lower from appearing at the login screen. By using the [Create Account](https://attack.mitre.org/techniques/T1136) technique with a userID under 500 and enabling this property (setting it to Yes), an adversary can hide their user accounts much more easily: <code>sudo dscl . -create /Users/username UniqueID 401</code> (Citation: Cybereason OSX Pirrit).","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1147', external_id='T1147'), ExternalReference(source_name='Cybereason OSX Pirrit', description='Amit Serper. (2016). Cybereason Lab Analysis OSX.Pirrit. Retrieved July 8, 2017.', url='https://www2.cybereason.com/research-osx-pirrit-mac-os-x-secuirty')]",attack-pattern--ce73ea43-8e77-47ba-9c11-5e9c9c58b9ff,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='defense-evasion')]",2019-06-25 14:31:08.274000+00:00,Hidden Users,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,,"['Authentication logs', 'File monitoring']",,,,,"This technique prevents the new user from showing up at the log in screen, but all of the other signs of a new user still exist. The user still gets a home directory and will appear in the authentication logs.",,,,,,,"['Administrator', 'root']",['macOS'],,,,1.0
2017-12-14 16:46:06.044000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"<code>~/.bash_profile</code> and <code>~/.bashrc</code> are shell scripts that contain shell commands. These files are executed in a user's context when a new shell opens or when a user logs in so that their environment is set correctly. <code>~/.bash_profile</code> is executed for login shells and <code>~/.bashrc</code> is executed for interactive non-login shells. This means that when a user logs in (via username and password) to the console (either locally or remotely via something like SSH), the <code>~/.bash_profile</code> script is executed before the initial command prompt is returned to the user. After that, every time a new shell is opened, the <code>~/.bashrc</code> script is executed. This allows users more fine-grained control over when they want certain commands executed. These shell scripts are meant to be written to by the local user to configure their own environment. 

The macOS Terminal.app is a little different in that it runs a login shell by default each time a new terminal window is opened, thus calling <code>~/.bash_profile</code> each time instead of <code>~/.bashrc</code>.

Adversaries may abuse these shell scripts by inserting arbitrary shell commands that may be used to execute other binaries to gain persistence. Every time the user logs in or opens a new shell, the modified ~/.bash_profile and/or ~/.bashrc scripts will be executed.(Citation: amnesia malware).","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1156', external_id='T1156'), ExternalReference(source_name='amnesia malware', description='Claud Xiao, Cong Zheng, Yanhui Jia. (2017, April 6). New IoT/Linux Malware Targets DVRs, Forms Botnet. Retrieved February 19, 2018.', url='https://researchcenter.paloaltonetworks.com/2017/04/unit42-new-iotlinux-malware-targets-dvrs-forms-botnet/')]",attack-pattern--01df3350-ce05-4bdf-bdf8-0a919a66d4a8,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='persistence')]",2019-06-13 14:49:56.024000+00:00,.bash_profile and .bashrc,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,,"['File monitoring', 'Process monitoring', 'Process command-line parameters', 'Process use of network']",,,,,"While users may customize their <code>~/.bashrc</code> and <code>~/.bash_profile</code> files , there are only certain types of commands that typically appear in these files. Monitor for abnormal commands such as execution of unknown programs, opening network sockets, or reaching out across the network when user profiles are loaded during the login process.",,,,,,,"['User', 'Administrator']","['Linux', 'macOS']",,,,1.1
2017-12-14 16:46:06.044000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"macOS and Linux both keep track of the commands users type in their terminal so that users can easily remember what they've done. These logs can be accessed in a few different ways. While logged in, this command history is tracked in a file pointed to by the environment variable <code>HISTFILE</code>. When a user logs off a system, this information is flushed to a file in the user's home directory called <code>~/.bash_history</code>. The benefit of this is that it allows users to go back to commands they've used before in different sessions. Since everything typed on the command-line is saved, passwords passed in on the command line are also saved. Adversaries can abuse this by searching these files for cleartext passwords. Additionally, adversaries can use a variety of methods to prevent their own commands from appear in these logs such as <code>unset HISTFILE</code>, <code>export HISTFILESIZE=0</code>, <code>history -c</code>, <code>rm ~/.bash_history</code>.","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1146', external_id='T1146')]",attack-pattern--d3046a90-580c-4004-8208-66915bc29830,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='defense-evasion')]",2019-07-16 20:37:57.409000+00:00,Clear Command History,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,,"['Authentication logs', 'File monitoring']","['Log analysis', 'Host forensic analysis']",,,,"User authentication, especially via remote terminal services like SSH, without new entries in that user's <code>~/.bash_history</code> is suspicious. Additionally, the modification of the HISTFILE and HISTFILESIZE environment variables or the removal/clearing of the <code>~/.bash_history</code> file are indicators of suspicious activity.",,,,,,,['User'],"['Linux', 'macOS']",,,,1.0
2017-12-14 16:46:06.044000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"Per Apple’s developer documentation, when macOS and OS X boot up, launchd is run to finish system initialization. This process loads the parameters for each launch-on-demand system-level daemon from the property list (plist) files found in <code>/System/Library/LaunchDaemons</code> and <code>/Library/LaunchDaemons</code> (Citation: AppleDocs Launch Agent Daemons). These LaunchDaemons have property list files which point to the executables that will be launched (Citation: Methods of Mac Malware Persistence).
 
Adversaries may install a new launch daemon that can be configured to execute at startup by using launchd or launchctl to load a plist into the appropriate directories (Citation: OSX Malware Detection). The daemon name may be disguised by using a name from a related operating system or benign software  (Citation: WireLurker). Launch Daemons may be created with administrator privileges, but are executed under root privileges, so an adversary may also use a service to escalate privileges from administrator to root.
 
The plist file permissions must be root:wheel, but the script or program that it points to has no such requirement. So, it is possible for poor configurations to allow an adversary to modify a current Launch Daemon’s executable and gain persistence or Privilege Escalation.","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1160', external_id='T1160'), ExternalReference(source_name='AppleDocs Launch Agent Daemons', description='Apple. (n.d.). Creating Launch Daemons and Agents. Retrieved July 10, 2017.', url='https://developer.apple.com/library/content/documentation/MacOSX/Conceptual/BPSystemStartup/Chapters/CreatingLaunchdJobs.html'), ExternalReference(source_name='Methods of Mac Malware Persistence', description='Patrick Wardle. (2014, September). Methods of Malware Persistence on Mac OS X. Retrieved July 5, 2017.', url='https://www.virusbulletin.com/uploads/pdf/conference/vb2014/VB2014-Wardle.pdf'), ExternalReference(source_name='OSX Malware Detection', description=""Patrick Wardle. (2016, February 29). Let's Play Doctor: Practical OS X Malware Detection & Analysis. Retrieved July 10, 2017."", url='https://www.synack.com/wp-content/uploads/2016/03/RSA_OSX_Malware.pdf'), ExternalReference(source_name='WireLurker', description='Claud Xiao. (n.d.). WireLurker: A New Era in iOS and OS X Malware. Retrieved July 10, 2017.', url='https://www.paloaltonetworks.com/content/dam/pan/en_US/assets/pdf/reports/Unit_42/unit42-wirelurker.pdf')]",attack-pattern--e99ec083-abdd-48de-ad87-4dbf6f8ba2a4,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='persistence'), KillChainPhase(kill_chain_name='mitre-attack', phase_name='privilege-escalation')]",2019-07-18 15:26:40.592000+00:00,Launch Daemon,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,,"['Process monitoring', 'File monitoring']",,,,,Monitor Launch Daemon creation through additional plist files and utilities such as Objective-See's Knock Knock application.,,,['root'],,,,['Administrator'],['macOS'],,,,1.0
2017-12-14 16:46:06.044000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"Private cryptographic keys and certificates are used for authentication, encryption/decryption, and digital signatures. (Citation: Wikipedia Public Key Crypto)

Adversaries may gather private keys from compromised systems for use in authenticating to [Remote Services](https://attack.mitre.org/techniques/T1021) like SSH or for use in decrypting other collected files such as email. Common key and certificate file extensions include: .key, .pgp, .gpg, .ppk., .p12, .pem, .pfx, .cer, .p7b, .asc. Adversaries may also look in common key directories, such as <code>~/.ssh</code> for SSH keys on * nix-based systems or <code>C:\Users\(username)\.ssh\</code> on Windows.

Private keys should require a password or passphrase for operation, so an adversary may also use [Input Capture](https://attack.mitre.org/techniques/T1056) for keylogging or attempt to [Brute Force](https://attack.mitre.org/techniques/T1110) the passphrase off-line.

Adversary tools have been discovered that search compromised systems for file extensions relating to cryptographic keys and certificates. (Citation: Kaspersky Careto) (Citation: Palo Alto Prince of Persia)","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1145', external_id='T1145'), ExternalReference(source_name='Wikipedia Public Key Crypto', description='Wikipedia. (2017, June 29). Public-key cryptography. Retrieved July 5, 2017.', url='https://en.wikipedia.org/wiki/Public-key_cryptography'), ExternalReference(source_name='Kaspersky Careto', description='Kaspersky Labs. (2014, February 11). Unveiling “Careto” - The Masked APT. Retrieved July 5, 2017.', url='https://kasperskycontenthub.com/wp-content/uploads/sites/43/vlpdfs/unveilingthemask_v1.0.pdf'), ExternalReference(source_name='Palo Alto Prince of Persia', description='Bar, T., Conant, S., Efraim, L. (2016, June 28). Prince of Persia – Game Over. Retrieved July 5, 2017.', url='https://researchcenter.paloaltonetworks.com/2016/06/unit42-prince-of-persia-game-over/')]",attack-pattern--56ff457d-5e39-492b-974c-dfd2b8603ffe,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='credential-access')]",2019-07-18 17:21:52.708000+00:00,Private Keys,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,"['Itzik Kotler, SafeBreach']",['File monitoring'],,,,,Monitor access to files and directories related to cryptographic keys and certificates as a means for potentially detecting access patterns that may indicate collection and exfiltration activity. Collect authentication logs and look for potentially abnormal activity that may indicate improper use of keys or certificates for remote authentication.,,,,,,,['User'],"['Linux', 'macOS', 'Windows']",,,,1.0
2017-12-14 16:46:06.044000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"Per Apple’s documentation, startup items execute during the final phase of the boot process and contain shell scripts or other executable files along with configuration information used by the system to determine the execution order for all startup items (Citation: Startup Items). This is technically a deprecated version (superseded by Launch Daemons), and thus the appropriate folder, <code>/Library/StartupItems</code> isn’t guaranteed to exist on the system by default, but does appear to exist by default on macOS Sierra. A startup item is a directory whose executable and configuration property list (plist), <code>StartupParameters.plist</code>, reside in the top-level directory. 

An adversary can create the appropriate folders/files in the StartupItems directory to register their own persistence mechanism (Citation: Methods of Mac Malware Persistence). Additionally, since StartupItems run during the bootup phase of macOS, they will run as root. If an adversary is able to modify an existing Startup Item, then they will be able to Privilege Escalate as well.","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1165', external_id='T1165'), ExternalReference(source_name='Startup Items', description='Apple. (2016, September 13). Startup Items. Retrieved July 11, 2017.', url='https://developer.apple.com/library/content/documentation/MacOSX/Conceptual/BPSystemStartup/Chapters/StartupItems.html'), ExternalReference(source_name='Methods of Mac Malware Persistence', description='Patrick Wardle. (2014, September). Methods of Malware Persistence on Mac OS X. Retrieved July 5, 2017.', url='https://www.virusbulletin.com/uploads/pdf/conference/vb2014/VB2014-Wardle.pdf')]",attack-pattern--2ba5aa71-9d15-4b22-b726-56af06d9ad2f,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='persistence'), KillChainPhase(kill_chain_name='mitre-attack', phase_name='privilege-escalation')]",2019-07-18 17:58:17.016000+00:00,Startup Items,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,,"['File monitoring', 'Process monitoring']",,,,,"The <code>/Library/StartupItems</code> folder can be monitored for changes. Similarly, the programs that are actually executed from this mechanism should be checked against a whitelist. Monitor processes that are executed during the bootup process to check for unusual or unknown applications and behavior.",,,['root'],,,,['Administrator'],['macOS'],,,,1.0
